Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month
M&MFIN,Yes,2022-08-08,2023-02-06,33.53%,No,8,2
M&MFIN,Yes,2022-10-31,2023-05-02,31.83%,No,10,5
MANKIND,Yes,2023-05-10,2023-11-06,27.43%,No,5,11
MANKIND,Yes,2023-06-01,2023-11-28,35.90%,No,6,11
MANKIND,Yes,2023-06-05,2023-12-04,35.11%,No,6,12
MANKIND,Yes,2023-09-20,2024-03-18,25.53%,No,9,3
MANKIND,Yes,2023-10-03,2024-04-01,28.55%,No,10,4
MANKIND,Yes,2023-11-01,2024-04-29,36.33%,No,11,4
MANKIND,Yes,2023-11-03,2024-05-02,31.47%,No,11,5
MANKIND,Yes,2024-07-01,2024-12-30,32.23%,No,7,12
MANKIND,Yes,2024-07-05,2025-01-01,34.76%,No,7,1
MANKIND,Yes,2024-08-06,2025-02-03,27.11%,No,8,2
MARICO,Yes,2016-01-15,2016-07-13,25.10%,No,1,7
MARICO,Yes,2016-02-01,2016-08-01,28.18%,No,2,8
MARICO,Yes,2016-03-08,2016-09-06,25.84%,No,3,9
MARICO,Yes,2016-11-11,2017-05-10,29.46%,No,11,5
MARICO,Yes,2016-12-05,2017-06-05,28.03%,No,12,6
MARICO,Yes,2017-02-01,2017-07-31,30.43%,No,2,7
MARICO,Yes,2021-01-01,2021-06-30,32.19%,No,1,6
MARICO,Yes,2021-03-01,2021-08-30,32.16%,No,3,8
MARICO,Yes,2021-04-01,2021-09-28,35.29%,No,4,9
MARICO,Yes,2021-04-05,2021-10-04,37.67%,No,4,10
MARICO,Yes,2021-05-03,2021-11-01,29.11%,No,5,11
MARICO,Yes,2024-05-03,2024-10-30,25.97%,No,5,10
MARUTI,Yes,2016-02-02,2016-08-01,25.58%,No,2,8
MARUTI,Yes,2016-03-01,2016-08-29,41.01%,No,3,8
MARUTI,Yes,2016-03-08,2016-09-06,54.70%,No,3,9
MARUTI,Yes,2016-04-01,2016-09-28,49.34%,No,4,9
MARUTI,Yes,2016-04-04,2016-10-03,55.31%,No,4,10
MARUTI,Yes,2016-05-02,2016-11-01,54.51%,No,5,11
MARUTI,Yes,2016-06-03,2016-11-30,25.72%,No,6,11
MARUTI,Yes,2016-06-06,2016-12-05,26.49%,No,6,12
MARUTI,Yes,2016-07-01,2016-12-28,26.46%,No,7,12
MARUTI,Yes,2016-07-04,2017-01-02,31.87%,No,7,1
MARUTI,Yes,2016-08-05,2017-02-01,25.91%,No,8,2
MARUTI,Yes,2016-11-11,2017-05-10,31.23%,No,11,5
MARUTI,Yes,2016-12-01,2017-05-30,36.09%,No,12,5
MARUTI,Yes,2016-12-05,2017-06-05,36.95%,No,12,6
MARUTI,Yes,2017-01-02,2017-07-03,34.54%,No,1,7
MARUTI,Yes,2017-02-01,2017-07-31,25.42%,No,2,7
MARUTI,Yes,2022-05-02,2022-10-31,25.61%,No,5,10
MARUTI,Yes,2023-10-09,2024-04-08,25.58%,No,10,4
MAXHEALTH,Yes,2021-01-01,2021-06-30,78.60%,No,1,6
MAXHEALTH,Yes,2021-01-04,2021-07-05,99.33%,No,1,7
MAXHEALTH,Yes,2021-02-01,2021-08-02,76.05%,No,2,8
MAXHEALTH,Yes,2021-03-01,2021-08-30,95.40%,No,3,8
MAXHEALTH,Yes,2021-03-05,2021-09-01,89.06%,No,3,9
MAXHEALTH,Yes,2021-04-01,2021-09-28,69.43%,No,4,9
MAXHEALTH,Yes,2021-04-05,2021-10-04,54.38%,No,4,10
MAXHEALTH,Yes,2021-05-03,2021-11-01,48.53%,No,5,11
MAXHEALTH,Yes,2021-06-01,2021-11-29,62.04%,No,6,11
MAXHEALTH,Yes,2021-06-04,2021-12-01,52.92%,No,6,12
MAXHEALTH,Yes,2021-07-01,2021-12-28,57.34%,No,7,12
MAXHEALTH,Yes,2021-07-05,2022-01-03,53.81%,No,7,1
MAXHEALTH,Yes,2021-08-03,2022-01-31,28.55%,No,8,1
MAXHEALTH,Yes,2021-08-05,2022-02-01,30.75%,No,8,2
MAXHEALTH,Yes,2022-11-21,2023-05-22,27.65%,No,11,5
MAXHEALTH,Yes,2022-12-09,2023-06-07,29.39%,No,12,6
MAXHEALTH,Yes,2023-02-01,2023-07-31,34.84%,No,2,7
MAXHEALTH,Yes,2023-09-01,2024-02-28,48.35%,No,9,2
MAXHEALTH,Yes,2023-09-04,2024-03-04,30.26%,No,9,3
MAXHEALTH,Yes,2023-10-03,2024-04-01,38.00%,No,10,4
MAXHEALTH,Yes,2023-11-01,2024-04-29,45.39%,No,11,4
MAZDOCK,Yes,2021-01-22,2021-07-22,32.30%,No,1,7
MAZDOCK,Yes,2021-04-12,2021-10-11,30.96%,No,4,10
MAZDOCK,Yes,2021-05-03,2021-11-01,28.68%,No,5,11
MAZDOCK,Yes,2021-10-14,2022-04-12,25.89%,No,10,4
MAZDOCK,Yes,2022-02-14,2022-08-16,25.35%,No,2,8
MAZDOCK,Yes,2022-03-02,2022-08-29,59.62%,No,3,8
MAZDOCK,Yes,2022-03-04,2022-09-01,66.56%,No,3,9
MAZDOCK,Yes,2022-04-01,2022-09-28,71.16%,No,4,9
MAZDOCK,Yes,2022-05-02,2022-10-31,117.71%,No,5,10
MAZDOCK,Yes,2022-06-01,2022-11-28,215.44%,No,6,11
MAZDOCK,Yes,2022-06-06,2022-12-05,233.49%,No,6,12
MAZDOCK,Yes,2022-07-01,2022-12-28,227.10%,No,7,12
MAZDOCK,Yes,2022-07-04,2023-01-02,213.37%,No,7,1
MAZDOCK,Yes,2022-08-01,2023-01-30,174.59%,No,8,1
MAZDOCK,Yes,2022-08-05,2023-02-01,172.41%,No,8,2
MAZDOCK,Yes,2022-09-01,2023-02-28,81.47%,No,9,2
MAZDOCK,Yes,2022-09-02,2023-03-01,88.83%,No,9,3
MAZDOCK,Yes,2022-12-19,2023-06-19,44.74%,No,12,6
MAZDOCK,Yes,2023-02-01,2023-07-31,154.68%,No,2,7
MAZDOCK,Yes,2023-11-20,2024-05-21,47.14%,No,11,5
MAZDOCK,Yes,2023-12-01,2024-05-29,66.75%,No,12,5
MAZDOCK,Yes,2024-11-01,2025-04-30,49.03%,No,11,4
MAZDOCK,Yes,2025-01-01,2025-06-30,44.75%,No,1,6
MFSL,Yes,2016-01-27,2016-07-25,67.77%,No,1,7
MFSL,Yes,2016-02-01,2016-08-01,49.89%,No,2,8
MFSL,Yes,2016-03-01,2016-08-29,68.11%,No,3,8
MFSL,Yes,2016-03-08,2016-09-06,89.56%,No,3,9
MFSL,Yes,2016-04-01,2016-09-28,60.45%,No,4,9
MFSL,Yes,2016-04-04,2016-10-03,65.86%,No,4,10
MFSL,Yes,2016-05-02,2016-11-01,50.21%,No,5,11
MFSL,Yes,2016-06-01,2016-11-28,48.82%,No,6,11
MFSL,Yes,2016-06-06,2016-12-05,36.94%,No,6,12
MFSL,Yes,2016-11-15,2017-05-15,37.29%,No,11,5
MFSL,Yes,2019-07-01,2019-12-30,33.55%,No,7,12
MFSL,Yes,2021-01-01,2021-06-30,53.47%,No,1,6
MFSL,Yes,2023-05-02,2023-10-30,42.27%,No,5,10
MFSL,Yes,2024-02-02,2024-07-31,25.29%,No,2,7
MFSL,Yes,2024-12-02,2025-06-02,36.57%,No,12,6
MOTHERSON,Yes,2016-01-25,2016-07-25,25.29%,No,1,7
MOTHERSON,Yes,2016-02-01,2016-08-01,28.71%,No,2,8
MOTHERSON,Yes,2016-03-01,2016-08-29,41.74%,No,3,8
MOTHERSON,Yes,2016-03-08,2016-09-06,33.50%,No,3,9
MOTHERSON,Yes,2016-04-04,2016-10-03,26.28%,No,4,10
MOTHERSON,Yes,2016-05-02,2016-11-01,26.27%,No,5,11
MOTHERSON,Yes,2016-11-03,2017-05-02,28.02%,No,11,5
MOTHERSON,Yes,2016-12-01,2017-05-30,43.70%,No,12,5
MOTHERSON,Yes,2016-12-05,2017-06-05,45.18%,No,12,6
MOTHERSON,Yes,2017-02-01,2017-07-31,44.83%,No,2,7
MOTHERSON,Yes,2017-05-02,2017-10-30,37.52%,No,5,10
MOTHERSON,Yes,2017-06-22,2017-12-19,26.34%,No,6,12
MOTHERSON,Yes,2017-07-04,2018-01-01,25.31%,No,7,1
MOTHERSON,Yes,2021-01-01,2021-06-30,47.53%,No,1,6
MOTHERSON,Yes,2021-08-02,2022-01-31,25.93%,No,8,1
MOTHERSON,Yes,2021-08-05,2022-02-01,25.70%,No,8,2
MOTHERSON,Yes,2023-09-07,2024-03-05,26.33%,No,9,3
MOTHERSON,Yes,2023-10-03,2024-04-01,25.48%,No,10,4
MOTHERSON,Yes,2023-11-01,2024-04-29,42.33%,No,11,4
MOTHERSON,Yes,2024-04-01,2024-09-30,76.72%,No,4,9
MOTILALOFS,Yes,2016-01-18,2016-07-18,45.74%,No,1,7
MOTILALOFS,Yes,2016-02-01,2016-08-01,69.30%,No,2,8
MOTILALOFS,Yes,2016-03-01,2016-08-29,79.97%,No,3,8
MOTILALOFS,Yes,2016-03-08,2016-09-06,80.62%,No,3,9
MOTILALOFS,Yes,2016-04-01,2016-09-28,77.54%,No,4,9
MOTILALOFS,Yes,2016-04-04,2016-10-03,81.27%,No,4,10
MOTILALOFS,Yes,2016-05-02,2016-11-01,95.63%,No,5,11
MOTILALOFS,Yes,2016-06-01,2016-11-28,44.74%,No,6,11
MOTILALOFS,Yes,2016-06-06,2016-12-05,53.75%,No,6,12
MOTILALOFS,Yes,2016-07-01,2016-12-28,37.49%,No,7,12
MOTILALOFS,Yes,2016-07-04,2017-01-02,39.77%,No,7,1
MOTILALOFS,Yes,2016-08-16,2017-02-13,26.45%,No,8,2
MOTILALOFS,Yes,2016-09-01,2017-02-28,33.13%,No,9,2
MOTILALOFS,Yes,2016-09-02,2017-03-01,35.96%,No,9,3
MOTILALOFS,Yes,2016-10-03,2017-04-03,50.54%,No,10,4
MOTILALOFS,Yes,2016-11-01,2017-05-02,46.14%,No,11,5
MOTILALOFS,Yes,2016-12-01,2017-05-30,85.02%,No,12,5
MOTILALOFS,Yes,2016-12-05,2017-06-05,115.92%,No,12,6
MOTILALOFS,Yes,2017-02-01,2017-07-31,86.82%,No,2,7
MOTILALOFS,Yes,2017-05-02,2017-10-30,64.85%,No,5,10
MOTILALOFS,Yes,2021-01-01,2021-06-30,26.58%,No,1,6
MPHASIS,Yes,2016-01-13,2016-07-11,27.68%,No,1,7
MPHASIS,Yes,2016-02-08,2016-08-08,26.07%,No,2,8
MPHASIS,Yes,2016-03-01,2016-08-29,25.22%,No,3,8
MPHASIS,Yes,2016-03-08,2016-09-06,26.20%,No,3,9
MPHASIS,Yes,2017-04-24,2017-10-23,31.50%,No,4,10
MPHASIS,Yes,2017-05-02,2017-10-30,28.89%,No,5,10
MPHASIS,Yes,2017-05-05,2017-11-01,26.42%,No,5,11
MPHASIS,Yes,2017-06-22,2017-12-19,26.18%,No,6,12
MPHASIS,Yes,2017-07-03,2018-01-01,28.47%,No,7,1
MPHASIS,Yes,2017-08-01,2018-01-29,48.42%,No,8,1
MPHASIS,Yes,2017-08-07,2018-02-05,42.91%,No,8,2
MPHASIS,Yes,2017-09-01,2018-02-28,42.09%,No,9,2
MPHASIS,Yes,2017-09-04,2018-03-05,41.60%,No,9,3
MPHASIS,Yes,2017-10-03,2018-04-02,36.68%,No,10,4
MPHASIS,Yes,2017-11-01,2018-04-30,50.29%,No,11,4
MPHASIS,Yes,2017-11-02,2018-05-02,44.13%,No,11,5
MPHASIS,Yes,2017-12-01,2018-05-30,47.06%,No,12,5
MPHASIS,Yes,2017-12-04,2018-06-04,39.96%,No,12,6
MPHASIS,Yes,2018-02-01,2018-07-31,33.20%,No,2,7
MPHASIS,Yes,2021-01-01,2021-06-30,39.50%,No,1,6
MPHASIS,Yes,2021-04-01,2021-09-28,84.50%,No,4,9
MPHASIS,Yes,2021-06-01,2021-11-29,56.66%,No,6,11
MPHASIS,Yes,2021-07-01,2021-12-28,56.73%,No,7,12
MRF,Yes,2016-03-28,2016-09-26,26.78%,No,3,9
MRF,Yes,2016-04-01,2016-09-28,33.92%,No,4,9
MRF,Yes,2016-04-04,2016-10-03,41.24%,No,4,10
MRF,Yes,2016-05-02,2016-11-01,46.94%,No,5,11
MRF,Yes,2016-06-01,2016-11-28,43.09%,No,6,11
MRF,Yes,2016-06-06,2016-12-05,52.16%,No,6,12
MRF,Yes,2016-07-01,2016-12-28,44.47%,No,7,12
MRF,Yes,2016-07-04,2017-01-02,40.05%,No,7,1
MRF,Yes,2016-08-01,2017-01-30,54.08%,No,8,1
MRF,Yes,2016-08-05,2017-02-01,41.87%,No,8,2
MRF,Yes,2016-09-01,2017-02-28,39.24%,No,9,2
MRF,Yes,2016-09-02,2017-03-01,35.96%,No,9,3
MRF,Yes,2016-10-20,2017-04-18,25.79%,No,10,4
MRF,Yes,2016-11-01,2017-05-02,36.50%,No,11,5
MRF,Yes,2016-12-01,2017-05-30,33.79%,No,12,5
MRF,Yes,2016-12-05,2017-06-05,35.41%,No,12,6
MRF,Yes,2017-01-02,2017-07-03,44.37%,No,1,7
MRF,Yes,2017-02-01,2017-07-31,31.70%,No,2,7
MRF,Yes,2017-02-02,2017-08-01,34.62%,No,2,8
MRF,Yes,2022-03-02,2022-08-29,27.70%,No,3,8
MRF,Yes,2022-05-02,2022-10-31,25.25%,No,5,10
MUTHOOTFIN,Yes,2015-11-30,2016-05-30,30.79%,No,11,5
MUTHOOTFIN,Yes,2015-12-01,2016-05-30,27.20%,No,12,5
MUTHOOTFIN,Yes,2015-12-04,2016-06-01,26.36%,No,12,6
MUTHOOTFIN,Yes,2016-01-01,2016-06-29,62.83%,No,1,6
MUTHOOTFIN,Yes,2016-01-04,2016-07-04,63.22%,No,1,7
MUTHOOTFIN,Yes,2016-02-01,2016-08-01,81.55%,No,2,8
MUTHOOTFIN,Yes,2016-03-01,2016-08-29,96.28%,No,3,8
MUTHOOTFIN,Yes,2016-03-08,2016-09-06,105.42%,No,3,9
MUTHOOTFIN,Yes,2016-04-01,2016-09-28,102.11%,No,4,9
MUTHOOTFIN,Yes,2016-04-04,2016-10-03,95.16%,No,4,10
MUTHOOTFIN,Yes,2016-05-02,2016-11-01,81.10%,No,5,11
MUTHOOTFIN,Yes,2016-06-02,2016-11-29,27.48%,No,6,11
MUTHOOTFIN,Yes,2017-02-01,2017-07-31,48.84%,No,2,7
MUTHOOTFIN,Yes,2017-05-02,2017-10-30,26.19%,No,5,10
MUTHOOTFIN,Yes,2018-06-21,2018-12-18,27.38%,No,6,12
MUTHOOTFIN,Yes,2018-07-02,2018-12-31,33.66%,No,7,12
MUTHOOTFIN,Yes,2018-07-05,2019-01-01,25.23%,No,7,1
MUTHOOTFIN,Yes,2018-08-01,2019-01-28,27.04%,No,8,1
MUTHOOTFIN,Yes,2018-08-17,2019-02-14,30.00%,No,8,2
MUTHOOTFIN,Yes,2018-09-03,2019-03-05,40.87%,No,9,3
MUTHOOTFIN,Yes,2018-10-01,2019-04-01,44.17%,No,10,4
MUTHOOTFIN,Yes,2018-11-01,2019-04-30,42.52%,No,11,4
NATIONALUM,Yes,2016-01-14,2016-07-12,40.92%,No,1,7
NATIONALUM,Yes,2016-02-01,2016-08-01,45.49%,No,2,8
NATIONALUM,Yes,2016-03-01,2016-08-29,46.49%,No,3,8
NATIONALUM,Yes,2016-03-08,2016-09-06,27.29%,No,3,9
NATIONALUM,Yes,2016-04-08,2016-10-05,26.03%,No,4,10
NATIONALUM,Yes,2016-05-04,2016-11-01,28.62%,No,5,11
NATIONALUM,Yes,2016-06-01,2016-11-28,39.22%,No,6,11
NATIONALUM,Yes,2016-06-06,2016-12-05,37.17%,No,6,12
NATIONALUM,Yes,2016-07-01,2016-12-28,43.69%,No,7,12
NATIONALUM,Yes,2016-07-04,2017-01-02,58.78%,No,7,1
NATIONALUM,Yes,2016-08-01,2017-01-30,61.51%,No,8,1
NATIONALUM,Yes,2016-08-05,2017-02-01,59.09%,No,8,2
NATIONALUM,Yes,2016-09-01,2017-02-28,50.58%,No,9,2
NATIONALUM,Yes,2016-09-02,2017-03-01,55.09%,No,9,3
NATIONALUM,Yes,2016-10-03,2017-04-03,68.15%,No,10,4
NATIONALUM,Yes,2016-11-01,2017-05-02,28.84%,No,11,5
NATIONALUM,Yes,2016-12-02,2017-05-31,29.42%,No,12,5
NATIONALUM,Yes,2017-05-02,2017-10-30,34.19%,No,5,10
NATIONALUM,Yes,2021-01-01,2021-06-30,83.23%,No,1,6
NATIONALUM,Yes,2021-04-01,2021-09-28,53.18%,No,4,9
NATIONALUM,Yes,2021-10-01,2022-03-30,28.00%,No,10,3
NATIONALUM,Yes,2023-11-01,2024-04-29,110.27%,No,11,4
NATIONALUM,Yes,2023-12-04,2024-06-03,104.91%,No,12,6
NATIONALUM,Yes,2024-02-01,2024-07-30,31.79%,No,2,7
NAUKRI,Yes,2016-05-02,2016-11-01,29.47%,No,5,11
NAUKRI,Yes,2016-12-09,2017-06-07,27.11%,No,12,6
NAUKRI,Yes,2017-02-09,2017-08-08,25.52%,No,2,8
NAUKRI,Yes,2017-03-20,2017-09-18,38.15%,No,3,9
NAUKRI,Yes,2017-04-03,2017-10-03,31.73%,No,4,10
NAUKRI,Yes,2017-05-02,2017-10-30,34.55%,No,5,10
NAUKRI,Yes,2017-06-01,2017-11-28,39.90%,No,6,11
NAUKRI,Yes,2017-06-05,2017-12-04,35.20%,No,6,12
NAUKRI,Yes,2017-07-03,2018-01-01,33.84%,No,7,1
NAUKRI,Yes,2017-08-01,2018-01-29,41.38%,No,8,1
NAUKRI,Yes,2017-08-14,2018-02-12,28.96%,No,8,2
NAUKRI,Yes,2017-09-01,2018-02-28,35.26%,No,9,2
NAUKRI,Yes,2017-09-04,2018-03-05,33.48%,No,9,3
NAUKRI,Yes,2018-10-01,2019-04-01,29.28%,No,10,4
NAUKRI,Yes,2018-11-01,2019-04-30,29.98%,No,11,4
NAUKRI,Yes,2018-11-02,2019-05-02,33.21%,No,11,5
NAUKRI,Yes,2018-12-31,2019-07-01,55.90%,No,12,7
NAUKRI,Yes,2019-01-01,2019-07-01,56.08%,No,1,7
NAUKRI,Yes,2019-02-01,2019-07-31,29.85%,No,2,7
NAUKRI,Yes,2021-04-01,2021-09-28,58.72%,No,4,9
NAUKRI,Yes,2023-12-01,2024-05-29,29.48%,No,12,5
NAUKRI,Yes,2024-03-01,2024-08-28,44.49%,No,3,8
NAUKRI,Yes,2024-07-01,2024-12-30,26.00%,No,7,12
NESTLEIND,Yes,2016-01-25,2016-07-25,31.13%,No,1,7
NESTLEIND,Yes,2016-02-01,2016-08-01,28.21%,No,2,8
NESTLEIND,Yes,2016-03-01,2016-08-29,34.53%,No,3,8
NESTLEIND,Yes,2016-03-09,2016-09-06,26.86%,No,3,9
NESTLEIND,Yes,2017-10-19,2018-04-17,25.43%,No,10,4
NESTLEIND,Yes,2017-11-01,2018-04-30,28.95%,No,11,4
NESTLEIND,Yes,2017-11-02,2018-05-02,26.78%,No,11,5
NESTLEIND,Yes,2017-12-04,2018-06-04,28.52%,No,12,6
NESTLEIND,Yes,2018-02-01,2018-07-31,44.69%,No,2,7
NESTLEIND,Yes,2019-04-01,2019-09-30,30.05%,No,4,9
NESTLEIND,Yes,2019-04-04,2019-10-01,27.56%,No,4,10
NESTLEIND,Yes,2019-05-02,2019-10-29,41.54%,No,5,10
NESTLEIND,Yes,2019-05-06,2019-11-04,45.42%,No,5,11
NESTLEIND,Yes,2019-06-03,2019-12-02,26.74%,No,6,12
NESTLEIND,Yes,2019-07-01,2019-12-30,27.81%,No,7,12
NHPC,Yes,2015-12-04,2016-06-01,29.93%,No,12,6
NHPC,Yes,2016-01-04,2016-07-04,25.53%,No,1,7
NHPC,Yes,2016-02-01,2016-08-01,26.17%,No,2,8
NHPC,Yes,2016-03-01,2016-08-29,33.25%,No,3,8
NHPC,Yes,2016-03-08,2016-09-06,32.54%,No,3,9
NHPC,Yes,2016-04-28,2016-10-25,25.43%,No,4,10
NHPC,Yes,2016-05-02,2016-11-01,28.89%,No,5,11
NHPC,Yes,2016-08-01,2017-01-30,25.86%,No,8,1
NHPC,Yes,2016-08-05,2017-02-01,27.05%,No,8,2
NHPC,Yes,2016-09-12,2017-03-14,26.52%,No,9,3
NHPC,Yes,2016-10-03,2017-04-03,33.34%,No,10,4
NHPC,Yes,2016-11-01,2017-05-02,27.22%,No,11,5
NHPC,Yes,2021-06-07,2021-12-06,28.36%,No,6,12
NHPC,Yes,2022-04-01,2022-09-28,33.14%,No,4,9
NHPC,Yes,2022-05-02,2022-10-31,29.19%,No,5,10
NHPC,Yes,2022-06-01,2022-11-28,30.15%,No,6,11
NHPC,Yes,2022-07-01,2022-12-28,30.38%,No,7,12
NHPC,Yes,2022-07-04,2023-01-02,28.45%,No,7,1
NHPC,Yes,2023-02-01,2023-07-31,25.76%,No,2,7
NHPC,Yes,2023-09-01,2024-02-28,77.91%,No,9,2
NHPC,Yes,2023-11-01,2024-04-29,91.58%,No,11,4
NHPC,Yes,2023-12-01,2024-05-29,82.91%,No,12,5
NMDC,Yes,2016-01-07,2016-07-05,27.09%,No,1,7
NMDC,Yes,2016-02-01,2016-08-01,49.74%,No,2,8
NMDC,Yes,2016-03-01,2016-08-29,33.77%,No,3,8
NMDC,Yes,2016-03-11,2016-09-07,25.48%,No,3,9
NMDC,Yes,2016-04-28,2016-10-25,28.91%,No,4,10
NMDC,Yes,2016-05-02,2016-11-01,41.82%,No,5,11
NMDC,Yes,2016-06-01,2016-11-28,41.69%,No,6,11
NMDC,Yes,2016-06-06,2016-12-05,35.98%,No,6,12
NMDC,Yes,2016-07-01,2016-12-28,28.56%,No,7,12
NMDC,Yes,2016-07-04,2017-01-02,35.59%,No,7,1
NMDC,Yes,2016-08-01,2017-01-30,42.42%,No,8,1
NMDC,Yes,2016-08-05,2017-02-01,45.51%,No,8,2
NMDC,Yes,2016-09-01,2017-02-28,41.15%,No,9,2
NMDC,Yes,2016-09-02,2017-03-01,39.64%,No,9,3
NMDC,Yes,2016-10-03,2017-04-03,28.37%,No,10,4
NMDC,Yes,2018-12-27,2019-06-25,28.31%,No,12,6
NMDC,Yes,2018-12-31,2019-07-01,26.64%,No,12,7
NMDC,Yes,2021-01-01,2021-06-30,71.19%,No,1,6
NMDC,Yes,2021-10-01,2022-03-30,26.57%,No,10,3
NMDC,Yes,2021-11-01,2022-05-02,25.74%,No,11,5
NMDC,Yes,2023-05-02,2023-10-30,45.27%,No,5,10
NMDC,Yes,2023-11-01,2024-04-29,70.06%,No,11,4
NMDC,Yes,2023-12-01,2024-05-29,45.36%,No,12,5
NTPC,Yes,2016-02-03,2016-08-01,25.50%,No,2,8
NTPC,Yes,2016-03-01,2016-08-29,29.87%,No,3,8
NTPC,Yes,2016-03-08,2016-09-06,28.22%,No,3,9
NTPC,Yes,2021-01-05,2021-07-05,25.28%,No,1,7
NTPC,Yes,2021-04-01,2021-09-28,25.71%,No,4,9
NTPC,Yes,2021-04-05,2021-10-04,40.75%,No,4,10
NTPC,Yes,2021-05-03,2021-11-01,32.43%,No,5,11
NTPC,Yes,2021-08-10,2022-02-07,25.04%,No,8,2
NTPC,Yes,2021-12-03,2022-06-01,27.07%,No,12,6
NTPC,Yes,2022-06-20,2022-12-19,27.57%,No,6,12
NTPC,Yes,2023-02-01,2023-07-31,31.80%,No,2,7
NTPC,Yes,2023-05-02,2023-10-30,35.47%,No,5,10
NTPC,Yes,2023-06-01,2023-11-28,51.19%,No,6,11
NTPC,Yes,2023-07-03,2024-01-01,65.81%,No,7,1
NTPC,Yes,2023-08-01,2024-01-29,47.58%,No,8,1
NTPC,Yes,2023-09-01,2024-02-28,47.29%,No,9,2
NTPC,Yes,2023-09-04,2024-03-04,52.99%,No,9,3
NTPC,Yes,2023-10-03,2024-04-01,44.71%,No,10,4
NTPC,Yes,2023-11-01,2024-04-29,59.11%,No,11,4
NTPC,Yes,2023-11-03,2024-05-02,59.02%,No,11,5
NTPC,Yes,2023-12-01,2024-05-29,36.89%,No,12,5
NYKAA,Yes,2023-05-22,2023-11-20,36.03%,No,5,11
NYKAA,Yes,2023-06-01,2023-11-28,34.21%,No,6,11
NYKAA,Yes,2023-06-05,2023-12-04,26.13%,No,6,12
NYKAA,Yes,2023-07-10,2024-01-08,26.86%,No,7,1
NYKAA,Yes,2023-10-27,2024-04-24,25.86%,No,10,4
NYKAA,Yes,2023-11-01,2024-04-29,26.55%,No,11,4
NYKAA,Yes,2023-11-03,2024-05-02,25.94%,No,11,5
NYKAA,Yes,2024-02-09,2024-08-07,28.05%,No,2,8
NYKAA,Yes,2024-03-01,2024-08-28,38.09%,No,3,8
NYKAA,Yes,2024-03-04,2024-09-02,31.92%,No,3,9
NYKAA,Yes,2024-12-23,2025-06-23,27.17%,No,12,6
NYKAA,Yes,2025-01-01,2025-06-30,26.54%,No,1,6
NYKAA,Yes,2025-01-02,2025-07-01,25.24%,No,1,7
NYKAA,Yes,2025-04-01,2025-09-29,28.65%,No,4,9
NYKAA,Yes,2025-04-04,2025-10-01,36.47%,No,4,10
NYKAA,Yes,2025-05-02,2025-10-29,32.58%,No,5,10
OBEROIRLTY,Yes,2016-01-20,2016-07-18,27.82%,No,1,7
OBEROIRLTY,Yes,2016-02-08,2016-08-08,29.78%,No,2,8
OBEROIRLTY,Yes,2016-03-01,2016-08-29,34.27%,No,3,8
OBEROIRLTY,Yes,2016-03-08,2016-09-06,26.63%,No,3,9
OBEROIRLTY,Yes,2016-04-07,2016-10-04,28.97%,No,4,10
OBEROIRLTY,Yes,2016-05-02,2016-11-01,30.50%,No,5,11
OBEROIRLTY,Yes,2016-09-20,2017-03-20,26.76%,No,9,3
OBEROIRLTY,Yes,2016-10-03,2017-04-03,26.30%,No,10,4
OBEROIRLTY,Yes,2016-11-09,2017-05-08,31.53%,No,11,5
OBEROIRLTY,Yes,2016-12-01,2017-05-30,29.35%,No,12,5
OBEROIRLTY,Yes,2016-12-05,2017-06-05,36.54%,No,12,6
OBEROIRLTY,Yes,2017-06-01,2017-11-28,30.61%,No,6,11
OBEROIRLTY,Yes,2017-06-19,2017-12-18,25.14%,No,6,12
OBEROIRLTY,Yes,2017-07-03,2018-01-01,31.12%,No,7,1
OBEROIRLTY,Yes,2017-08-01,2018-01-29,37.67%,No,8,1
OBEROIRLTY,Yes,2017-08-08,2018-02-05,25.24%,No,8,2
OBEROIRLTY,Yes,2017-09-01,2018-02-28,33.76%,No,9,2
OBEROIRLTY,Yes,2018-12-31,2019-07-01,40.25%,No,12,7
OBEROIRLTY,Yes,2021-04-01,2021-09-28,53.17%,No,4,9
OBEROIRLTY,Yes,2021-07-01,2021-12-28,36.08%,No,7,12
OBEROIRLTY,Yes,2023-02-01,2023-07-31,36.25%,No,2,7
OBEROIRLTY,Yes,2023-11-01,2024-04-29,27.42%,No,11,4
OBEROIRLTY,Yes,2024-05-02,2024-10-29,30.21%,No,5,10
OFSS,Yes,2016-11-09,2017-05-08,25.69%,No,11,5
OFSS,Yes,2016-12-05,2017-06-05,27.15%,No,12,6
OFSS,Yes,2021-01-15,2021-07-14,29.84%,No,1,7
OFSS,Yes,2021-02-01,2021-08-02,39.45%,No,2,8
OFSS,Yes,2021-03-01,2021-08-30,58.07%,No,3,8
OFSS,Yes,2021-03-05,2021-09-01,53.55%,No,3,9
OFSS,Yes,2021-04-01,2021-09-28,50.83%,No,4,9
OFSS,Yes,2021-04-05,2021-10-04,52.90%,No,4,10
OFSS,Yes,2021-05-03,2021-11-01,33.96%,No,5,11
OFSS,Yes,2023-02-01,2023-07-31,36.73%,No,2,7
OFSS,Yes,2023-07-17,2024-01-15,28.33%,No,7,1
OFSS,Yes,2023-08-01,2024-01-29,71.36%,No,8,1
