Symbol,Earnings Date,EPS Estimate,Reported EPS,Surprise(%),Quarter End,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Continuous Operations,Tax Provision,Pretax Income,Special Income Charges,Operating Expense,Other Operating Expenses,Total Revenue,Operating Revenue,Market Cap
FEDERALBNK,2023-07-13 03:00:00-04:00,3.69,3.98,7.86,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2023-05-05 03:00:00-04:00,3.73,4.21,12.9,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2023-01-16 01:00:00-05:00,3.39,3.75,10.65,2022-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2022-10-14 02:00:00-04:00,2.86,3.31,15.74,2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2022-07-15 02:00:00-04:00,2.25,2.83,25.55,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2022-05-06 04:00:00-04:00,2.55,2.55,0.16,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2022-01-25 02:00:00-05:00,2.25,2.46,9.43,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2021-10-22 03:00:00-04:00,2.02,2.2,8.91,2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2021-07-23 04:00:00-04:00,2.72,1.83,-32.6,2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2021-05-17 03:00:00-04:00,1.84,2.38,29.11,2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2021-01-20 02:00:00-05:00,1.96,2.02,3.19,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2020-10-16 03:00:00-04:00,1.98,1.54,-22.12,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2020-07-15 05:00:00-04:00,2.03,2.01,-1.11,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2020-05-28 05:00:00-04:00,2.44,1.5,-38.63,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK,2020-01-20 03:00:00-05:00,2.4,2.2,-8.26,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
