Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020
AUROPHARMA,Yes,18/05/18,14/11/18,35.16%,No
AUROPHARMA,Yes,21/05/18,19/11/18,40.41%,No
AUROPHARMA,Yes,22/05/18,19/11/18,36.90%,No
AUROPHARMA,Yes,23/05/18,19/11/18,38.35%,No
AUROPHARMA,Yes,24/05/18,20/11/18,33.44%,No
AUROPHARMA,Yes,25/05/18,21/11/18,35.48%,No
AUROPHARMA,Yes,28/05/18,26/11/18,31.78%,No
AUROPHARMA,Yes,29/05/18,26/11/18,37.80%,No
AUROPHARMA,Yes,30/05/18,26/11/18,41.01%,No
AUROPHARMA,Yes,31/05/18,27/11/18,41.77%,No
AUROPHARMA,Yes,01/06/18,28/11/18,47.81%,No
AUROPHARMA,Yes,04/06/18,03/12/18,51.14%,No
AUROPHARMA,Yes,05/06/18,03/12/18,50.14%,No
AUROPHARMA,Yes,06/06/18,03/12/18,49.05%,No
AUROPHARMA,Yes,07/06/18,04/12/18,50.59%,No
AUROPHARMA,Yes,08/06/18,05/12/18,39.36%,No
AUROPHARMA,Yes,11/06/18,10/12/18,27.41%,No
AUROPHARMA,Yes,13/06/18,10/12/18,25.57%,No
AUROPHARMA,Yes,13/07/18,09/01/19,25.96%,No
AUROPHARMA,Yes,16/07/18,14/01/19,34.95%,No
AUROPHARMA,Yes,17/07/18,14/01/19,32.19%,No
AUROPHARMA,Yes,18/07/18,14/01/19,33.86%,No
AUROPHARMA,Yes,19/07/18,15/01/19,38.73%,No
AUROPHARMA,Yes,20/07/18,16/01/19,35.24%,No
AUROPHARMA,Yes,23/07/18,21/01/19,31.70%,No
AUROPHARMA,Yes,24/07/18,21/01/19,30.81%,No
AUROPHARMA,Yes,25/07/18,21/01/19,32.70%,No
AUROPHARMA,Yes,26/07/18,22/01/19,35.69%,No
AUROPHARMA,Yes,27/07/18,23/01/19,32.70%,No
AUROPHARMA,Yes,30/07/18,28/01/19,25.32%,No
AUROPHARMA,Yes,31/07/18,28/01/19,27.93%,No
AUROPHARMA,Yes,01/08/18,28/01/19,26.19%,No
AUROPHARMA,Yes,03/08/18,30/01/19,25.09%,No
AUROPHARMA,Yes,08/08/18,04/02/19,25.26%,No
AUROPHARMA,Yes,24/10/19,21/04/20,38.17%,Yes
AUROPHARMA,Yes,25/10/19,22/04/20,37.28%,Yes
AUROPHARMA,Yes,27/10/19,24/04/20,33.45%,Yes
AUROPHARMA,Yes,29/10/19,27/04/20,35.16%,Yes
AUROPHARMA,Yes,30/10/19,27/04/20,37.74%,Yes
AUROPHARMA,Yes,31/10/19,28/04/20,32.77%,Yes
AUROPHARMA,Yes,01/11/19,29/04/20,30.96%,Yes
AUROPHARMA,Yes,04/11/19,04/05/20,37.63%,Yes
AUROPHARMA,Yes,05/11/19,04/05/20,38.72%,Yes
AUROPHARMA,Yes,06/11/19,04/05/20,45.79%,Yes
AUROPHARMA,Yes,07/11/19,05/05/20,40.61%,Yes
AUROPHARMA,Yes,08/11/19,06/05/20,51.38%,Yes
AUROPHARMA,Yes,11/11/19,11/05/20,52.76%,Yes
AUROPHARMA,Yes,13/11/19,11/05/20,54.12%,Yes
AUROPHARMA,Yes,14/11/19,12/05/20,75.65%,Yes
AUROPHARMA,Yes,15/11/19,13/05/20,65.78%,Yes
AUROPHARMA,Yes,18/11/19,18/05/20,58.53%,Yes
AUROPHARMA,Yes,19/11/19,18/05/20,56.30%,Yes
AUROPHARMA,Yes,20/11/19,18/05/20,51.52%,Yes
AUROPHARMA,Yes,21/11/19,19/05/20,54.68%,Yes
AUROPHARMA,Yes,22/11/19,20/05/20,65.56%,Yes
AUROPHARMA,Yes,25/11/19,26/05/20,62.82%,Yes
AUROPHARMA,Yes,26/11/19,26/05/20,61.05%,Yes
AUROPHARMA,Yes,27/11/19,26/05/20,58.22%,Yes
AUROPHARMA,Yes,28/11/19,26/05/20,59.54%,Yes
AUROPHARMA,Yes,29/11/19,27/05/20,59.11%,Yes
AUROPHARMA,Yes,02/12/19,01/06/20,61.75%,Yes
AUROPHARMA,Yes,03/12/19,01/06/20,63.42%,Yes
AUROPHARMA,Yes,04/12/19,01/06/20,60.79%,Yes
AUROPHARMA,Yes,05/12/19,02/06/20,63.80%,Yes
AUROPHARMA,Yes,06/12/19,03/06/20,68.94%,Yes
AUROPHARMA,Yes,09/12/19,08/06/20,68.06%,Yes
AUROPHARMA,Yes,10/12/19,08/06/20,74.18%,Yes
AUROPHARMA,Yes,11/12/19,08/06/20,67.70%,Yes
AUROPHARMA,Yes,12/12/19,09/06/20,73.28%,Yes
AUROPHARMA,Yes,13/12/19,10/06/20,77.96%,Yes
AUROPHARMA,Yes,16/12/19,15/06/20,69.52%,Yes
AUROPHARMA,Yes,17/12/19,15/06/20,71.88%,Yes
AUROPHARMA,Yes,18/12/19,15/06/20,69.90%,Yes
AUROPHARMA,Yes,19/12/19,16/06/20,66.10%,Yes
AUROPHARMA,Yes,20/12/19,17/06/20,68.29%,Yes
AUROPHARMA,Yes,23/12/19,22/06/20,68.61%,Yes
AUROPHARMA,Yes,24/12/19,22/06/20,69.73%,Yes
AUROPHARMA,Yes,26/12/19,23/06/20,75.52%,Yes
AUROPHARMA,Yes,27/12/19,24/06/20,71.59%,Yes
AUROPHARMA,Yes,30/12/19,29/06/20,70.25%,Yes
AUROPHARMA,Yes,31/12/19,29/06/20,73.38%,Yes
AUROPHARMA,Yes,01/01/20,29/06/20,72.91%,Yes
AUROPHARMA,Yes,02/01/20,30/06/20,67.75%,Yes
AUROPHARMA,Yes,03/01/20,01/07/20,69.11%,Yes
AUROPHARMA,Yes,06/01/20,06/07/20,73.74%,Yes
AUROPHARMA,Yes,07/01/20,06/07/20,70.32%,Yes
AUROPHARMA,Yes,08/01/20,06/07/20,70.71%,Yes
AUROPHARMA,Yes,09/01/20,07/07/20,70.43%,Yes
AUROPHARMA,Yes,10/01/20,08/07/20,75.70%,Yes
AUROPHARMA,Yes,13/01/20,13/07/20,76.35%,Yes
AUROPHARMA,Yes,14/01/20,13/07/20,69.12%,Yes
AUROPHARMA,Yes,15/01/20,13/07/20,67.22%,Yes
AUROPHARMA,Yes,16/01/20,14/07/20,70.67%,Yes
AUROPHARMA,Yes,17/01/20,15/07/20,73.46%,Yes
AUROPHARMA,Yes,20/01/20,20/07/20,71.12%,Yes
AUROPHARMA,Yes,21/01/20,20/07/20,67.56%,Yes
AUROPHARMA,Yes,22/01/20,20/07/20,65.96%,Yes
AUROPHARMA,Yes,23/01/20,21/07/20,63.85%,Yes
AUROPHARMA,Yes,24/01/20,22/07/20,65.18%,Yes
AUROPHARMA,Yes,27/01/20,27/07/20,53.02%,Yes
AUROPHARMA,Yes,28/01/20,27/07/20,55.11%,Yes
AUROPHARMA,Yes,29/01/20,27/07/20,54.12%,Yes
AUROPHARMA,Yes,30/01/20,28/07/20,65.31%,Yes
AUROPHARMA,Yes,31/01/20,29/07/20,69.24%,Yes
AUROPHARMA,Yes,03/02/20,03/08/20,83.69%,Yes
AUROPHARMA,Yes,04/02/20,03/08/20,75.78%,Yes
AUROPHARMA,Yes,05/02/20,03/08/20,71.21%,Yes
AUROPHARMA,Yes,06/02/20,04/08/20,69.84%,Yes
AUROPHARMA,Yes,07/02/20,05/08/20,58.01%,Yes
AUROPHARMA,Yes,10/02/20,10/08/20,75.58%,Yes
AUROPHARMA,Yes,11/02/20,10/08/20,73.69%,Yes
AUROPHARMA,Yes,12/02/20,10/08/20,74.74%,Yes
AUROPHARMA,Yes,13/02/20,11/08/20,79.77%,Yes
AUROPHARMA,Yes,14/02/20,12/08/20,82.25%,Yes
AUROPHARMA,Yes,17/02/20,17/08/20,74.84%,Yes
AUROPHARMA,Yes,18/02/20,17/08/20,72.46%,Yes
AUROPHARMA,Yes,19/02/20,17/08/20,43.39%,Yes
AUROPHARMA,Yes,20/02/20,18/08/20,45.41%,Yes
AUROPHARMA,Yes,24/02/20,24/08/20,72.75%,Yes
AUROPHARMA,Yes,25/02/20,24/08/20,72.77%,Yes
AUROPHARMA,Yes,26/02/20,24/08/20,70.72%,Yes
AUROPHARMA,Yes,27/02/20,25/08/20,68.08%,Yes
AUROPHARMA,Yes,28/02/20,26/08/20,71.94%,Yes
AUROPHARMA,Yes,02/03/20,31/08/20,63.77%,Yes
AUROPHARMA,Yes,03/03/20,31/08/20,58.44%,Yes
AUROPHARMA,Yes,04/03/20,31/08/20,55.52%,Yes
AUROPHARMA,Yes,05/03/20,01/09/20,55.27%,Yes
AUROPHARMA,Yes,06/03/20,02/09/20,60.03%,Yes
AUROPHARMA,Yes,09/03/20,07/09/20,68.73%,Yes
AUROPHARMA,Yes,11/03/20,07/09/20,76.65%,Yes
AUROPHARMA,Yes,12/03/20,08/09/20,110.28%,Yes
AUROPHARMA,Yes,13/03/20,09/09/20,93.41%,Yes
AUROPHARMA,Yes,16/03/20,14/09/20,96.92%,Yes
AUROPHARMA,Yes,17/03/20,14/09/20,92.96%,Yes
AUROPHARMA,Yes,18/03/20,14/09/20,119.25%,Yes
AUROPHARMA,Yes,19/03/20,15/09/20,136.99%,Yes
AUROPHARMA,Yes,20/03/20,16/09/20,140.36%,Yes
AUROPHARMA,Yes,23/03/20,21/09/20,169.26%,Yes
AUROPHARMA,Yes,24/03/20,21/09/20,143.30%,Yes
AUROPHARMA,Yes,25/03/20,21/09/20,137.83%,Yes
AUROPHARMA,Yes,26/03/20,22/09/20,121.44%,Yes
AUROPHARMA,Yes,27/03/20,23/09/20,99.19%,Yes
AUROPHARMA,Yes,30/03/20,28/09/20,105.87%,Yes
AUROPHARMA,Yes,31/03/20,28/09/20,94.09%,Yes
AUROPHARMA,Yes,01/04/20,28/09/20,104.40%,Yes
AUROPHARMA,Yes,03/04/20,30/09/20,108.59%,Yes
AUROPHARMA,Yes,07/04/20,05/10/20,89.47%,Yes
AUROPHARMA,Yes,08/04/20,05/10/20,92.74%,Yes
AUROPHARMA,Yes,09/04/20,06/10/20,82.10%,Yes
AUROPHARMA,Yes,13/04/20,12/10/20,66.01%,Yes
AUROPHARMA,Yes,15/04/20,12/10/20,62.30%,Yes
AUROPHARMA,Yes,16/04/20,13/10/20,48.95%,Yes
AUROPHARMA,Yes,17/04/20,14/10/20,49.55%,Yes
AUROPHARMA,Yes,20/04/20,19/10/20,48.21%,Yes
AUROPHARMA,Yes,23/04/20,20/10/20,27.41%,Yes
AUROPHARMA,Yes,24/04/20,21/10/20,29.29%,Yes
AUROPHARMA,Yes,28/04/20,26/10/20,26.76%,Yes
AUROPHARMA,Yes,29/04/20,26/10/20,25.66%,Yes
AUROPHARMA,Yes,30/04/20,27/10/20,27.07%,Yes
AUROPHARMA,Yes,18/05/20,14/11/20,27.41%,Yes
AUROPHARMA,Yes,19/05/20,17/11/20,29.36%,Yes
AUROPHARMA,Yes,06/07/20,04/01/21,26.14%,Yes
AUROPHARMA,Yes,27/07/20,25/01/21,28.53%,Yes
AUROPHARMA,Yes,28/07/20,25/01/21,26.59%,Yes
AUROPHARMA,Yes,22/10/20,20/04/21,26.62%,Yes
AUROPHARMA,Yes,23/10/20,22/04/21,27.28%,Yes
AUROPHARMA,Yes,28/10/20,26/04/21,25.51%,Yes
AUROPHARMA,Yes,29/10/20,27/04/21,27.10%,Yes
AUROPHARMA,Yes,30/10/20,28/04/21,25.03%,Yes
AUROPHARMA,Yes,02/11/20,03/05/21,27.72%,Yes
AUROPHARMA,Yes,03/11/20,03/05/21,26.27%,Yes
AUROPHARMA,Yes,06/11/20,05/05/21,30.91%,Yes
AUROPHARMA,Yes,09/11/20,10/05/21,33.65%,Yes
AUROPHARMA,Yes,10/11/20,10/05/21,38.14%,Yes
AUROPHARMA,Yes,11/11/20,10/05/21,29.66%,Yes
AUROPHARMA,Yes,10/11/22,09/05/23,29.35%,No
AUROPHARMA,Yes,11/11/22,10/05/23,27.26%,No
AUROPHARMA,Yes,14/11/22,15/05/23,26.68%,No
AUROPHARMA,Yes,15/11/22,15/05/23,25.45%,No
AUROPHARMA,Yes,16/11/22,15/05/23,29.21%,No
AUROPHARMA,Yes,17/11/22,16/05/23,36.08%,No
AUROPHARMA,Yes,18/11/22,17/05/23,32.94%,No
AUROPHARMA,Yes,21/11/22,22/05/23,30.76%,No
AUROPHARMA,Yes,22/11/22,22/05/23,31.64%,No
AUROPHARMA,Yes,23/11/22,22/05/23,31.96%,No
AUROPHARMA,Yes,24/11/22,23/05/23,33.09%,No
AUROPHARMA,Yes,25/11/22,24/05/23,30.91%,No
AUROPHARMA,Yes,28/11/22,29/05/23,31.62%,No
AUROPHARMA,Yes,29/11/22,29/05/23,31.84%,No
AUROPHARMA,Yes,30/11/22,29/05/23,31.62%,No
AUROPHARMA,Yes,01/12/22,30/05/23,39.66%,No
AUROPHARMA,Yes,02/12/22,31/05/23,41.01%,No
AUROPHARMA,Yes,05/12/22,05/06/23,42.33%,No
AUROPHARMA,Yes,06/12/22,05/06/23,42.35%,No
AUROPHARMA,Yes,07/12/22,05/06/23,43.94%,No
AUROPHARMA,Yes,08/12/22,06/06/23,45.62%,No
AUROPHARMA,Yes,09/12/22,07/06/23,48.95%,No
AUROPHARMA,Yes,12/12/22,12/06/23,47.97%,No
AUROPHARMA,Yes,13/12/22,12/06/23,47.09%,No
AUROPHARMA,Yes,14/12/22,12/06/23,46.95%,No
AUROPHARMA,Yes,15/12/22,13/06/23,53.48%,No
AUROPHARMA,Yes,16/12/22,14/06/23,52.53%,No
AUROPHARMA,Yes,19/12/22,19/06/23,55.89%,No
AUROPHARMA,Yes,20/12/22,19/06/23,55.62%,No
AUROPHARMA,Yes,21/12/22,19/06/23,50.42%,No
AUROPHARMA,Yes,22/12/22,20/06/23,53.47%,No
AUROPHARMA,Yes,23/12/22,21/06/23,56.87%,No
AUROPHARMA,Yes,26/12/22,26/06/23,66.03%,No
AUROPHARMA,Yes,27/12/22,26/06/23,64.34%,No
AUROPHARMA,Yes,28/12/22,26/06/23,64.90%,No
AUROPHARMA,Yes,29/12/22,27/06/23,65.32%,No
AUROPHARMA,Yes,30/12/22,28/06/23,69.61%,No
AUROPHARMA,Yes,02/01/23,03/07/23,64.88%,No
AUROPHARMA,Yes,03/01/23,03/07/23,62.45%,No
AUROPHARMA,Yes,04/01/23,03/07/23,62.48%,No
AUROPHARMA,Yes,05/01/23,04/07/23,61.55%,No
AUROPHARMA,Yes,06/01/23,05/07/23,66.54%,No
AUROPHARMA,Yes,09/01/23,10/07/23,67.62%,No
AUROPHARMA,Yes,10/01/23,10/07/23,64.47%,No
AUROPHARMA,Yes,11/01/23,10/07/23,65.37%,No
AUROPHARMA,Yes,12/01/23,11/07/23,66.02%,No
AUROPHARMA,Yes,13/01/23,12/07/23,69.98%,No
AUROPHARMA,Yes,16/01/23,17/07/23,66.07%,No
AUROPHARMA,Yes,17/01/23,17/07/23,67.45%,No
AUROPHARMA,Yes,18/01/23,17/07/23,67.00%,No
AUROPHARMA,Yes,19/01/23,18/07/23,70.22%,No
AUROPHARMA,Yes,20/01/23,19/07/23,69.96%,No
AUROPHARMA,Yes,23/01/23,24/07/23,77.24%,No
AUROPHARMA,Yes,24/01/23,24/07/23,80.32%,No
AUROPHARMA,Yes,25/01/23,24/07/23,89.17%,No
AUROPHARMA,Yes,27/01/23,26/07/23,90.80%,No
AUROPHARMA,Yes,30/01/23,31/07/23,101.15%,No
AUROPHARMA,Yes,31/01/23,31/07/23,102.73%,No
AUROPHARMA,Yes,01/02/23,31/07/23,100.49%,No
AUROPHARMA,Yes,02/02/23,01/08/23,100.87%,No
AUROPHARMA,Yes,03/02/23,02/08/23,103.20%,No
AUROPHARMA,Yes,06/02/23,07/08/23,110.53%,No
AUROPHARMA,Yes,07/02/23,07/08/23,108.70%,No
AUROPHARMA,Yes,08/02/23,07/08/23,96.32%,No
AUROPHARMA,Yes,09/02/23,08/08/23,98.04%,No
AUROPHARMA,Yes,10/02/23,09/08/23,88.71%,No
AUROPHARMA,Yes,13/02/23,14/08/23,85.58%,No
AUROPHARMA,Yes,14/02/23,14/08/23,85.52%,No
AUROPHARMA,Yes,15/02/23,14/08/23,85.05%,No
AUROPHARMA,Yes,16/02/23,16/08/23,83.21%,No
AUROPHARMA,Yes,17/02/23,16/08/23,84.61%,No
AUROPHARMA,Yes,20/02/23,21/08/23,83.57%,No
AUROPHARMA,Yes,21/02/23,21/08/23,85.52%,No
AUROPHARMA,Yes,22/02/23,21/08/23,81.48%,No
AUROPHARMA,Yes,23/02/23,22/08/23,80.21%,No
AUROPHARMA,Yes,24/02/23,23/08/23,78.76%,No
AUROPHARMA,Yes,27/02/23,28/08/23,80.91%,No
AUROPHARMA,Yes,28/02/23,28/08/23,79.14%,No
AUROPHARMA,Yes,01/03/23,28/08/23,78.79%,No
AUROPHARMA,Yes,02/03/23,29/08/23,79.05%,No
AUROPHARMA,Yes,03/03/23,30/08/23,81.53%,No
AUROPHARMA,Yes,06/03/23,04/09/23,75.56%,No
AUROPHARMA,Yes,08/03/23,04/09/23,77.38%,No
AUROPHARMA,Yes,09/03/23,05/09/23,86.14%,No
AUROPHARMA,Yes,10/03/23,06/09/23,90.35%,No
AUROPHARMA,Yes,13/03/23,11/09/23,93.42%,No
AUROPHARMA,Yes,14/03/23,11/09/23,92.65%,No
AUROPHARMA,Yes,15/03/23,11/09/23,89.33%,No
AUROPHARMA,Yes,16/03/23,12/09/23,84.09%,No
AUROPHARMA,Yes,17/03/23,13/09/23,88.89%,No
AUROPHARMA,Yes,20/03/23,18/09/23,88.61%,No
AUROPHARMA,Yes,21/03/23,18/09/23,91.17%,No
AUROPHARMA,Yes,22/03/23,18/09/23,86.86%,No
AUROPHARMA,Yes,23/03/23,20/09/23,83.07%,No
AUROPHARMA,Yes,24/03/23,20/09/23,77.84%,No
AUROPHARMA,Yes,27/03/23,25/09/23,70.83%,No
AUROPHARMA,Yes,28/03/23,25/09/23,70.82%,No
AUROPHARMA,Yes,29/03/23,25/09/23,71.42%,No
AUROPHARMA,Yes,31/03/23,27/09/23,69.90%,No
AUROPHARMA,Yes,03/04/23,03/10/23,74.62%,No
AUROPHARMA,Yes,05/04/23,03/10/23,74.24%,No
AUROPHARMA,Yes,06/04/23,03/10/23,69.81%,No
AUROPHARMA,Yes,10/04/23,09/10/23,68.50%,No
AUROPHARMA,Yes,11/04/23,09/10/23,67.91%,No
AUROPHARMA,Yes,12/04/23,09/10/23,62.24%,No
AUROPHARMA,Yes,13/04/23,10/10/23,59.19%,No
AUROPHARMA,Yes,17/04/23,16/10/23,62.83%,No
AUROPHARMA,Yes,18/04/23,16/10/23,57.50%,No
AUROPHARMA,Yes,19/04/23,16/10/23,54.85%,No
AUROPHARMA,Yes,20/04/23,17/10/23,56.38%,No
AUROPHARMA,Yes,21/04/23,18/10/23,53.02%,No
AUROPHARMA,Yes,24/04/23,23/10/23,48.36%,No
AUROPHARMA,Yes,25/04/23,23/10/23,45.68%,No
AUROPHARMA,Yes,26/04/23,23/10/23,42.60%,No
AUROPHARMA,Yes,27/04/23,25/10/23,39.46%,No
AUROPHARMA,Yes,28/04/23,25/10/23,39.56%,No
AUROPHARMA,Yes,02/05/23,30/10/23,39.54%,No
AUROPHARMA,Yes,03/05/23,30/10/23,39.70%,No
AUROPHARMA,Yes,04/05/23,31/10/23,38.69%,No
AUROPHARMA,Yes,05/05/23,01/11/23,43.43%,No
AUROPHARMA,Yes,08/05/23,06/11/23,41.17%,No
AUROPHARMA,Yes,09/05/23,06/11/23,42.28%,No
AUROPHARMA,Yes,10/05/23,06/11/23,41.21%,No
AUROPHARMA,Yes,11/05/23,07/11/23,48.84%,No
AUROPHARMA,Yes,12/05/23,08/11/23,53.73%,No
AUROPHARMA,Yes,15/05/23,13/11/23,59.63%,No
AUROPHARMA,Yes,16/05/23,13/11/23,52.72%,No
AUROPHARMA,Yes,17/05/23,13/11/23,58.10%,No
AUROPHARMA,Yes,18/05/23,15/11/23,61.20%,No
AUROPHARMA,Yes,19/05/23,15/11/23,63.87%,No
AUROPHARMA,Yes,22/05/23,20/11/23,66.09%,No
AUROPHARMA,Yes,23/05/23,20/11/23,65.88%,No
AUROPHARMA,Yes,24/05/23,20/11/23,65.82%,No
AUROPHARMA,Yes,25/05/23,21/11/23,70.30%,No
AUROPHARMA,Yes,26/05/23,22/11/23,72.22%,No
AUROPHARMA,Yes,29/05/23,28/11/23,66.72%,No
AUROPHARMA,Yes,30/05/23,28/11/23,56.62%,No
AUROPHARMA,Yes,31/05/23,28/11/23,54.75%,No
AUROPHARMA,Yes,01/06/23,28/11/23,54.73%,No
AUROPHARMA,Yes,02/06/23,29/11/23,54.64%,No
AUROPHARMA,Yes,05/06/23,04/12/23,58.71%,No
AUROPHARMA,Yes,06/06/23,04/12/23,57.49%,No
AUROPHARMA,Yes,07/06/23,04/12/23,55.62%,No
AUROPHARMA,Yes,08/06/23,05/12/23,53.93%,No
AUROPHARMA,Yes,09/06/23,06/12/23,52.33%,No
AUROPHARMA,Yes,12/06/23,11/12/23,51.79%,No
AUROPHARMA,Yes,13/06/23,11/12/23,47.81%,No
AUROPHARMA,Yes,14/06/23,11/12/23,50.42%,No
AUROPHARMA,Yes,15/06/23,12/12/23,47.99%,No
AUROPHARMA,Yes,16/06/23,13/12/23,52.20%,No
AUROPHARMA,Yes,19/06/23,18/12/23,51.20%,No
AUROPHARMA,Yes,20/06/23,18/12/23,50.55%,No
AUROPHARMA,Yes,21/06/23,18/12/23,50.32%,No
AUROPHARMA,Yes,22/06/23,19/12/23,54.24%,No
AUROPHARMA,Yes,23/06/23,20/12/23,48.16%,No
AUROPHARMA,Yes,26/06/23,26/12/23,47.89%,No
AUROPHARMA,Yes,27/06/23,26/12/23,48.54%,No
AUROPHARMA,Yes,28/06/23,26/12/23,44.41%,No
AUROPHARMA,Yes,30/06/23,27/12/23,47.49%,No
AUROPHARMA,Yes,03/07/23,01/01/24,52.07%,No
AUROPHARMA,Yes,04/07/23,01/01/24,52.02%,No
AUROPHARMA,Yes,05/07/23,01/01/24,48.08%,No
AUROPHARMA,Yes,06/07/23,02/01/24,43.86%,No
AUROPHARMA,Yes,07/07/23,03/01/24,46.80%,No
AUROPHARMA,Yes,10/07/23,08/01/24,52.03%,No
AUROPHARMA,Yes,11/07/23,08/01/24,51.84%,No
AUROPHARMA,Yes,12/07/23,08/01/24,52.12%,No
AUROPHARMA,Yes,13/07/23,09/01/24,55.02%,No
AUROPHARMA,Yes,14/07/23,10/01/24,52.43%,No
AUROPHARMA,Yes,17/07/23,15/01/24,56.49%,No
AUROPHARMA,Yes,18/07/23,15/01/24,53.11%,No
AUROPHARMA,Yes,19/07/23,15/01/24,53.52%,No
AUROPHARMA,Yes,20/07/23,16/01/24,45.25%,No
AUROPHARMA,Yes,21/07/23,17/01/24,40.07%,No
AUROPHARMA,Yes,24/07/23,23/01/24,44.78%,No
AUROPHARMA,Yes,25/07/23,23/01/24,44.33%,No
AUROPHARMA,Yes,26/07/23,23/01/24,44.02%,No
AUROPHARMA,Yes,27/07/23,23/01/24,36.08%,No
AUROPHARMA,Yes,28/07/23,24/01/24,39.02%,No
AUROPHARMA,Yes,31/07/23,29/01/24,41.60%,No
AUROPHARMA,Yes,01/08/23,29/01/24,42.25%,No
AUROPHARMA,Yes,02/08/23,29/01/24,42.65%,No
AUROPHARMA,Yes,03/08/23,30/01/24,37.98%,No
AUROPHARMA,Yes,04/08/23,31/01/24,37.11%,No
AUROPHARMA,Yes,24/08/23,20/02/24,26.80%,No
AUROPHARMA,Yes,25/08/23,21/02/24,26.18%,No
AUROPHARMA,Yes,28/08/23,26/02/24,26.25%,No
AUROPHARMA,Yes,29/08/23,26/02/24,26.27%,No
AUROPHARMA,Yes,30/08/23,26/02/24,25.34%,No
AUROPHARMA,Yes,31/08/23,27/02/24,26.53%,No
AUROPHARMA,Yes,01/09/23,28/02/24,25.14%,No
AUROPHARMA,Yes,04/09/23,04/03/24,33.69%,No
AUROPHARMA,Yes,05/09/23,04/03/24,28.67%,No
AUROPHARMA,Yes,06/09/23,04/03/24,26.93%,No
AUROPHARMA,Yes,07/09/23,05/03/24,26.34%,No
AUROPHARMA,Yes,04/10/23,01/04/24,26.75%,No
AUROPHARMA,Yes,05/10/23,02/04/24,26.11%,No
AUROPHARMA,Yes,06/10/23,03/04/24,26.85%,No
AUROPHARMA,Yes,11/10/23,08/04/24,25.04%,No
AUROPHARMA,Yes,19/10/23,16/04/24,26.30%,No
AUROPHARMA,Yes,20/10/23,18/04/24,29.24%,No
AUROPHARMA,Yes,25/10/23,22/04/24,25.54%,No
AUROPHARMA,Yes,26/10/23,23/04/24,28.58%,No
AUROPHARMA,Yes,27/10/23,24/04/24,27.43%,No
AUROPHARMA,Yes,30/10/23,29/04/24,34.31%,No
AUROPHARMA,Yes,31/10/23,29/04/24,36.19%,No
AUROPHARMA,Yes,01/11/23,29/04/24,34.65%,No
AUROPHARMA,Yes,02/11/23,30/04/24,35.36%,No
AUROPHARMA,Yes,03/11/23,02/05/24,35.96%,No
AUROPHARMA,Yes,06/11/23,06/05/24,33.71%,No
AUROPHARMA,Yes,07/11/23,06/05/24,29.45%,No
AUROPHARMA,Yes,17/01/24,15/07/24,26.47%,No
AUROPHARMA,Yes,01/02/24,30/07/24,30.88%,No
AUROPHARMA,Yes,02/02/24,31/07/24,34.64%,No
AUROPHARMA,Yes,05/02/24,05/08/24,39.78%,No
AUROPHARMA,Yes,06/02/24,05/08/24,40.31%,No
AUROPHARMA,Yes,07/02/24,05/08/24,43.15%,No
AUROPHARMA,Yes,08/02/24,06/08/24,40.00%,No
AUROPHARMA,Yes,09/02/24,07/08/24,46.27%,No
AUROPHARMA,Yes,12/02/24,12/08/24,43.71%,No
AUROPHARMA,Yes,13/02/24,12/08/24,42.63%,No
AUROPHARMA,Yes,14/02/24,12/08/24,46.96%,No
AUROPHARMA,Yes,15/02/24,13/08/24,48.25%,No
AUROPHARMA,Yes,16/02/24,14/08/24,47.16%,No
AUROPHARMA,Yes,19/02/24,19/08/24,46.16%,No
AUROPHARMA,Yes,20/02/24,19/08/24,44.36%,No
AUROPHARMA,Yes,21/02/24,19/08/24,45.96%,No
AUROPHARMA,Yes,22/02/24,20/08/24,46.83%,No
AUROPHARMA,Yes,23/02/24,21/08/24,44.81%,No
AUROPHARMA,Yes,26/02/24,26/08/24,48.56%,No
AUROPHARMA,Yes,27/02/24,26/08/24,48.03%,No
AUROPHARMA,Yes,28/02/24,26/08/24,50.49%,No
AUROPHARMA,Yes,29/02/24,27/08/24,50.95%,No
AUROPHARMA,Yes,01/03/24,28/08/24,52.40%,No
AUROPHARMA,Yes,04/03/24,02/09/24,42.45%,No
AUROPHARMA,Yes,05/03/24,02/09/24,43.37%,No
AUROPHARMA,Yes,06/03/24,02/09/24,46.57%,No
AUROPHARMA,Yes,07/03/24,03/09/24,46.33%,No
AUROPHARMA,Yes,11/03/24,09/09/24,42.62%,No
AUROPHARMA,Yes,12/03/24,09/09/24,45.35%,No
AUROPHARMA,Yes,13/03/24,09/09/24,51.00%,No
AUROPHARMA,Yes,14/03/24,10/09/24,50.14%,No
AUROPHARMA,Yes,15/03/24,11/09/24,50.54%,No
AUROPHARMA,Yes,18/03/24,16/09/24,53.69%,No
AUROPHARMA,Yes,19/03/24,16/09/24,57.92%,No
AUROPHARMA,Yes,20/03/24,16/09/24,53.75%,No
AUROPHARMA,Yes,21/03/24,17/09/24,50.98%,No
AUROPHARMA,Yes,22/03/24,18/09/24,50.92%,No
AUROPHARMA,Yes,26/03/24,23/09/24,40.63%,No
AUROPHARMA,Yes,27/03/24,23/09/24,38.36%,No
AUROPHARMA,Yes,28/03/24,24/09/24,37.88%,No
AUROPHARMA,Yes,01/04/24,30/09/24,31.20%,No
